,host,method,t_number,resolution,subunits,NSC,sasa,radius_inner,radius_ave,radius_outer,diameter_inner,diametr_ave,diameter_outer,pdb,uniprot_id
678,Human,ELECTRON MICROSCOPY,pT3,3.4,60,+60 e- per virion,"16,490.5 Å² × 60",104Å,156Å,158Å,208Å,312Å,316Å,6acu,
679,Human,ELECTRON MICROSCOPY,pT3,4.0,60,,"15,958.2 Å² × 60",118Å,162Å,165Å,236Å,324Å,330Å,6acw,A0A1V0FT21
680,Human,ELECTRON MICROSCOPY,pT3,3.4,60,-720 e- per virion,"16,149.4 Å² × 60",109Å,161Å,162Å,218Å,322Å,324Å,6aj0,6AJ0
681,Human,ELECTRON MICROSCOPY,pT3,3.6,60,,"24,291.4 Å² × 60",118Å,188Å,193Å,236Å,376Å,386Å,6aj7,6AJ7
682,Human,ELECTRON MICROSCOPY,pT3,3.5,60,,"34,154.3 Å² × 60",118Å,200Å,208Å,236Å,400Å,416Å,6aj9,
683,Human,ELECTRON MICROSCOPY,pT3,3.8,60,-480 e- per virion,"15,766.9 Å² × 60",120Å,161Å,168Å,240Å,322Å,336Å,6aj3,A0A097F8Q2
684,Human,ELECTRON MICROSCOPY,pT3,4.0,60,-180 e- per virion,"16,940.2 Å² × 60",117Å,161Å,167Å,234Å,322Å,334Å,6aj2,A0A097F8Q2
685,Human,X-RAY DIFFRACTION,pT3,6.5,60,-480 e- per virion,"16,829.9 Å² × 60",114Å,163Å,167Å,228Å,326Å,334Å,4l3b,
686,Human,ELECTRON MICROSCOPY,pT3,3.4,60,-60 e- per virion,"15,646.7 Å² × 60",113Å,158Å,167Å,226Å,316Å,334Å,7c4w,7C4W
687,Human,ELECTRON MICROSCOPY,pT3,3.6,60,+120 e- per virion,"15,592.6 Å² × 60",113Å,158Å,162Å,226Å,316Å,324Å,7c4t,7C4T
688,Humans,ELECTRON MICROSCOPY,pT3,2.91,60,+540 e- per virion,"34,313.4 Å² × 60",108Å,221Å,221Å,216Å,442Å,442Å,7yrf,A9LXZ4
689,Humans,ELECTRON MICROSCOPY,pT3,3.35,60,+180 e- per virion,"34,464.9 Å² × 60",108Å,219Å,225Å,216Å,438Å,450Å,7yrh,7YRH
690,Humans,ELECTRON MICROSCOPY,pT3,2.9,60,,"39,630.2 Å² × 60",117Å,227Å,234Å,234Å,454Å,468Å,7yms,M4TAU2
691,Humans,ELECTRON MICROSCOPY,pT3,2.5,60,-180 e- per virion,"14,904.8 Å² × 60",114Å,159Å,166Å,228Å,318Å,332Å,7qvx,Q6JKS2
692,Humans,ELECTRON MICROSCOPY,pT3,2.82,60,-180 e- per virion,"15,420.3 Å² × 60",114Å,158Å,166Å,228Å,316Å,332Å,7qvy,Q6JKS2
693,Humans,ELECTRON MICROSCOPY,pT3,2.68,60,-120 e- per virion,"17,422.4 Å² × 60",96Å,155Å,159Å,192Å,310Å,318Å,7qw9,Q6JKS2
694,Human,ELECTRON MICROSCOPY,pT3,3.3,60,+120 e- per virion,"15,404.3 Å² × 60",113Å,158Å,162Å,226Å,316Å,324Å,7c4z,7C4Z
695,Human,ELECTRON MICROSCOPY,pT3,3.5,60,+60 e- per virion,"15,147.0 Å² × 60",115Å,159Å,167Å,230Å,318Å,334Å,7c4y,7C4Y
696,Human,ELECTRON MICROSCOPY,pT3,3.2,60,+180 e- per virion,"14,355.1 Å² × 60",108Å,156Å,158Å,216Å,312Å,316Å,7bzo,
697,Human,ELECTRON MICROSCOPY,pT3,3.1,60,+120 e- per virion,"14,499.4 Å² × 60",108Å,156Å,158Å,216Å,312Å,316Å,7bzn,
698,Human,ELECTRON MICROSCOPY,pT3,3.0,60,+240 e- per virion,"25,953.5 Å² × 60",110Å,193Å,197Å,220Å,386Å,394Å,7bzu,
699,Human,ELECTRON MICROSCOPY,pT3,3.0,60,+240 e- per virion,"25,894.6 Å² × 60",110Å,193Å,197Å,220Å,386Å,394Å,7bzt,
700,Human,X-RAY DIFFRACTION,pT3,3.8,60,-420 e- per virion,"18,306.0 Å² × 60",112Å,161Å,167Å,224Å,322Å,334Å,4yvw,
701,Human,ELECTRON MICROSCOPY,pT3,3.5,60,-60 e- per virion,"14,961.5 Å² × 60",102Å,154Å,160Å,204Å,308Å,320Å,6smg,
702,Humans,ELECTRON MICROSCOPY,pT3,4.4,60,-180 e- per virion,"15,245.2 Å² × 60",114Å,160Å,167Å,228Å,320Å,334Å,6snb,
703,Humans,ELECTRON MICROSCOPY,pT3,3.9,60,-60 e- per virion,"26,212.2 Å² × 60",102Å,190Å,193Å,204Å,380Å,386Å,6snw,
704,Human,ELECTRON MICROSCOPY,pT3,3.8,60,+180 e- per virion,"25,831.5 Å² × 60",117Å,195Å,207Å,234Å,390Å,414Å,5xs7,A0A0K2BNC7
705,Human,ELECTRON MICROSCOPY,pT3,2.7,60,-240 e- per virion,"21,490.5 Å² × 60",104Å,184Å,191Å,208Å,368Å,382Å,6z3q,A0A2L1GIK5
706,Human,ELECTRON MICROSCOPY,pT3,2.8,60,-300 e- per virion,"21,828.9 Å² × 60",104Å,181Å,187Å,208Å,362Å,374Å,6z3p,A0A2L1GIK5
707,Humans,ELECTRON MICROSCOPY,pT3,3.05,60,,"36,230.3 Å² × 60",116Å,231Å,232Å,232Å,462Å,464Å,7y7m,M4TAU2
708,Humans,ELECTRON MICROSCOPY,pT3,3.09,60,-840 e- per virion,"14,351.9 Å² × 60",101Å,165Å,167Å,202Å,330Å,334Å,7xxa,7XXA
709,Humans,ELECTRON MICROSCOPY,pT3,3.6,60,-120 e- per virion,"18,608.6 Å² × 60",106Å,161Å,169Å,212Å,322Å,338Å,7c9z,
710,Humans,ELECTRON MICROSCOPY,pT3,3.15,60,+180 e- per virion,"22,048.7 Å² × 60",105Å,169Å,174Å,210Å,338Å,348Å,7vy5,P03313
711,Humans,ELECTRON MICROSCOPY,pT3,2.79,60,+120 e- per virion,"19,517.3 Å² × 60",105Å,171Å,171Å,210Å,342Å,342Å,7vyl,
712,Humans,ELECTRON MICROSCOPY,pT3,3.68,60,+60 e- per virion,"17,973.7 Å² × 60",103Å,172Å,176Å,206Å,344Å,352Å,7vym,7VYM
713,Humans,ELECTRON MICROSCOPY,pT3,2.2,60,+120 e- per virion,"21,088.9 Å² × 60",106Å,180Å,180Å,212Å,360Å,360Å,7w14,
714,Humans,ELECTRON MICROSCOPY,pT3,2.79,60,+60 e- per virion,"20,675.9 Å² × 60",105Å,176Å,180Å,210Å,352Å,360Å,7vyk,P03313
715,Humans,ELECTRON MICROSCOPY,pT3,3.19,60,+120 e- per virion,"20,632.7 Å² × 60",106Å,179Å,180Å,212Å,358Å,360Å,7vxz,P03313
716,Humans,ELECTRON MICROSCOPY,pT3,2.5,60,,"17,484.8 Å² × 60",106Å,161Å,169Å,212Å,322Å,338Å,7w17,7W17
717,Humans,ELECTRON MICROSCOPY,pT3,2.7,60,+240 e- per virion,"15,774.4 Å² × 60",105Å,159Å,168Å,210Å,318Å,336Å,7vy0,7VY0
718,Humans,ELECTRON MICROSCOPY,pT3,2.95,60,+60 e- per virion,"16,330.8 Å² × 60",105Å,159Å,168Å,210Å,318Å,336Å,7vxh,P03313
719,Humans,ELECTRON MICROSCOPY,pT3,2.8,60,+180 e- per virion,"15,271.5 Å² × 60",105Å,159Å,167Å,210Å,318Å,334Å,6zcl,P03313
720,Humans,ELECTRON MICROSCOPY,pT3,3.02,60,+180 e- per virion,"22,262.3 Å² × 60",105Å,171Å,174Å,210Å,342Å,348Å,7vy6,7VY6
721,Humans,ELECTRON MICROSCOPY,pT3,2.7,60,-600 e- per virion,"15,055.6 Å² × 60",103Å,156Å,165Å,206Å,312Å,330Å,6zck,Q8V639
722,Humans,ELECTRON MICROSCOPY,pT3,3.4,60,-480 e- per virion,"14,935.0 Å² × 60",105Å,158Å,166Å,210Å,316Å,332Å,6zms,Q8V639
723,Humans,ELECTRON MICROSCOPY,pT3,3.5,60,-420 e- per virion,"15,405.3 Å² × 60",104Å,157Å,165Å,208Å,314Å,330Å,7c9y,S5PN91
724,Humans,ELECTRON MICROSCOPY,pT3,3.8,60,+360 e- per virion,"15,573.9 Å² × 60",120Å,165Å,174Å,240Å,330Å,348Å,7dq4,
725,Humans,ELECTRON MICROSCOPY,pT3,3.31,60,+480 e- per virion,"23,379.6 Å² × 60",120Å,189Å,197Å,240Å,378Å,394Å,7x37,
726,Humans,ELECTRON MICROSCOPY,pT3,3.85,60,+540 e- per virion,"23,807.2 Å² × 60",119Å,189Å,197Å,238Å,378Å,394Å,7x46,7X46
727,Humans,ELECTRON MICROSCOPY,pT3,3.52,60,+360 e- per virion,"23,243.8 Å² × 60",120Å,194Å,197Å,240Å,388Å,394Å,7x3f,
728,Humans,ELECTRON MICROSCOPY,pT3,,60,+120 e- per virion,"15,461.7 Å² × 60",120Å,166Å,175Å,240Å,332Å,350Å,7dpg,W8GTF7
729,Humans,ELECTRON MICROSCOPY,pT3,3.66,60,+540 e- per virion,"23,535.5 Å² × 60",120Å,190Å,197Å,240Å,380Å,394Å,7x47,7X47
730,Humans,ELECTRON MICROSCOPY,pT3,3.52,60,+180 e- per virion,"24,240.6 Å² × 60",120Å,191Å,199Å,240Å,382Å,398Å,7x38,
731,Humans,ELECTRON MICROSCOPY,pT3,3.82,60,+300 e- per virion,"23,969.8 Å² × 60",120Å,195Å,197Å,240Å,390Å,394Å,7x4k,
732,Humans,ELECTRON MICROSCOPY,pT3,3.58,60,+360 e- per virion,"24,245.2 Å² × 60",119Å,190Å,197Å,238Å,380Å,394Å,7x2g,
733,Humans,ELECTRON MICROSCOPY,pT3,3.2,60,+120 e- per virion,"17,182.1 Å² × 60",106Å,160Å,168Å,212Å,320Å,336Å,7dpf,W8GTF7
734,Humans,ELECTRON MICROSCOPY,pT3,3.15,60,+420 e- per virion,"24,844.8 Å² × 60",105Å,185Å,193Å,210Å,370Å,386Å,7x2o,7X2O
735,Humans,ELECTRON MICROSCOPY,pT3,3.2,60,+180 e- per virion,"24,754.6 Å² × 60",106Å,186Å,193Å,212Å,372Å,386Å,7dq7,7DQ7
736,Humans,ELECTRON MICROSCOPY,pT3,3.02,60,+120 e- per virion,"24,244.7 Å² × 60",105Å,186Å,193Å,210Å,372Å,386Å,7x40,7X40
737,HUmans,ELECTRON MICROSCOPY,pT3,3.34,60,+300 e- per virion,"24,613.5 Å² × 60",105Å,184Å,194Å,210Å,368Å,388Å,7x4m,7X4M
738,Humans,ELECTRON MICROSCOPY,pT3,3.69,60,+180 e- per virion,"24,051.0 Å² × 60",105Å,185Å,193Å,210Å,370Å,386Å,7x2t,7X2T
739,Humans,ELECTRON MICROSCOPY,pT3,3.48,60,+60 e- per virion,"24,183.8 Å² × 60",105Å,189Å,191Å,210Å,378Å,382Å,7x3d,W8GTF7
740,Humans,ELECTRON MICROSCOPY,pT3,3.03,60,+360 e- per virion,"32,539.5 Å² × 60",104Å,185Å,192Å,208Å,370Å,384Å,7x3c,7X3C
741,Humans,ELECTRON MICROSCOPY,pT3,3.29,60,+360 e- per virion,"25,013.6 Å² × 60",105Å,186Å,194Å,210Å,372Å,388Å,7x2i,7X2I
742,Humans,ELECTRON MICROSCOPY,pT3,3.24,60,+360 e- per virion,"24,784.8 Å² × 60",104Å,185Å,194Å,208Å,370Å,388Å,7x2w,7X2W
743,Humans,ELECTRON MICROSCOPY,pT3,3.88,60,+300 e- per virion,"24,276.4 Å² × 60",105Å,186Å,194Å,210Å,372Å,388Å,7x42,7X42
744,Humans,ELECTRON MICROSCOPY,pT3,3.44,60,+300 e- per virion,"24,551.9 Å² × 60",106Å,189Å,192Å,212Å,378Å,384Å,7x3e,W8GTF7
745,Humans,ELECTRON MICROSCOPY,pT3,3.8,60,+120 e- per virion,"20,156.1 Å² × 60",106Å,179Å,181Å,212Å,358Å,362Å,7dpz,W8GTF7
746,Humans,ELECTRON MICROSCOPY,pT3,3.6,60,+60 e- per virion,"20,652.5 Å² × 60",106Å,179Å,181Å,212Å,358Å,362Å,7dq1,W8GTF7
747,Human,ELECTRON MICROSCOPY,pT3,2.58,60,-120 e- per virion,"15,566.4 Å² × 60",111Å,158Å,167Å,222Å,316Å,334Å,6lb1,6LB1
748,Human,ELECTRON MICROSCOPY,pT3,2.49,60,-180 e- per virion,"14,997.0 Å² × 60",112Å,158Å,167Å,224Å,316Å,334Å,6lap,6LAP
749,Human,ELECTRON MICROSCOPY,pT3,2.64,60,-420 e- per virion,"14,479.1 Å² × 60",90Å,149Å,158Å,180Å,298Å,316Å,6lao,
750,Human,ELECTRON MICROSCOPY,pT3,2.86,60,-240 e- per virion,"25,003.7 Å² × 60",101Å,172Å,177Å,202Å,344Å,354Å,6la5,6LA5
751,Human,ELECTRON MICROSCOPY,pT3,2.82,60,-180 e- per virion,"34,127.0 Å² × 60",101Å,199Å,207Å,202Å,398Å,414Å,6la7,6LA7
752,Human,ELECTRON MICROSCOPY,pT3,2.39,60,-180 e- per virion,"33,986.0 Å² × 60",101Å,199Å,206Å,202Å,398Å,412Å,6la6,6LA6
753,Human,ELECTRON MICROSCOPY,pT3,2.6,60,-180 e- per virion,"14,997.0 Å² × 60",112Å,158Å,167Å,224Å,316Å,334Å,6lbq,6LBQ
754,Human,ELECTRON MICROSCOPY,pT3,3.18,60,-180 e- per virion,"14,997.0 Å² × 60",112Å,158Å,167Å,224Å,316Å,334Å,6lbo,6LBO
755,Human,ELECTRON MICROSCOPY,pT3,2.34,60,+60 e- per virion,"18,461.0 Å² × 60",101Å,160Å,169Å,202Å,320Å,338Å,6la4,6LA4
756,Human,ELECTRON MICROSCOPY,pT3,2.32,60,-60 e- per virion,"18,490.6 Å² × 60",101Å,161Å,169Å,202Å,322Å,338Å,6la3,6LA3
757,Humans,ELECTRON MICROSCOPY,pT3,2.95,60,-300 e- per virion,"15,414.5 Å² × 60",115Å,163Å,171Å,230Å,326Å,342Å,7wl3,A0A866W289
758,Humans,ELECTRON MICROSCOPY,pT3,2.81,60,-300 e- per virion,"16,804.7 Å² × 60",112Å,163Å,172Å,224Å,326Å,344Å,7xb2,A0A348FI90
759,Humans,ELECTRON MICROSCOPY,pT3,3.4,60,+120 e- per virion,"33,186.4 Å² × 60",111Å,213Å,214Å,222Å,426Å,428Å,7cmk,7CMK
760,Humans,ELECTRON MICROSCOPY,pT3,3.7,60,-360 e- per virion,"33,253.2 Å² × 60",102Å,219Å,224Å,204Å,438Å,448Å,7c80,7C80
761,Humans,ELECTRON MICROSCOPY,pT3,3.1,60,+60 e- per virion,"34,637.2 Å² × 60",105Å,212Å,215Å,210Å,424Å,430Å,7c81,7C81
762,Humans,ELECTRON MICROSCOPY,pT3,3.6,60,-420 e- per virion,"24,835.9 Å² × 60",104Å,171Å,172Å,208Å,342Å,344Å,7c9w,7C9W
763,Humans,ELECTRON MICROSCOPY,pT3,3.3,60,-480 e- per virion,"30,614.2 Å² × 60",104Å,199Å,204Å,208Å,398Å,408Å,7c9v,7C9V
764,Humans,ELECTRON MICROSCOPY,pT3,3.37,60,-480 e- per virion,"15,383.2 Å² × 60",110Å,160Å,170Å,220Å,320Å,340Å,7xxg,7XXG
765,Humans,ELECTRON MICROSCOPY,pT3,3.33,60,-360 e- per virion,"10,156.7 Å² × 60",102Å,149Å,157Å,204Å,298Å,314Å,7xxj,7XXJ
766,Humans,ELECTRON MICROSCOPY,pT3,3.4,60,-60 e- per virion,"16,158.3 Å² × 60",103Å,156Å,165Å,206Å,312Å,330Å,7c9x,A0A060BKX4
767,Humans,ELECTRON MICROSCOPY,pT3,2.9,60,-180 e- per virion,"16,770.0 Å² × 60",114Å,163Å,172Å,228Å,326Å,344Å,7c9t,7C9T
768,Humans,ELECTRON MICROSCOPY,pT3,3.4,60,-180 e- per virion,"14,377.9 Å² × 60",111Å,159Å,168Å,222Å,318Å,336Å,7c9u,7C9U
769,Humans,ELECTRON MICROSCOPY,pT3,2.9,60,-300 e- per virion,"15,743.4 Å² × 60",104Å,157Å,166Å,208Å,314Å,332Å,7c9s,
770,Humans,ELECTRON MICROSCOPY,pT3,3.8,60,-240 e- per virion,"17,904.2 Å² × 60",104Å,158Å,165Å,208Å,316Å,330Å,7eai,A0A6M4MJE3
771,Humans,ELECTRON MICROSCOPY,pT3,3.1,60,-180 e- per virion,"16,260.3 Å² × 60",116Å,164Å,173Å,232Å,328Å,346Å,7eah,
772,Humans,ELECTRON MICROSCOPY,pT3,4.1,60,-60 e- per virion,"23,166.4 Å² × 60",117Å,184Å,202Å,234Å,368Å,404Å,7eaj,
773,Humans,ELECTRON MICROSCOPY,pT3,3.9,60,-240 e- per virion,"25,488.8 Å² × 60",105Å,189Å,197Å,210Å,378Å,394Å,7eak,A0A6M4MJE3
774,Human,ELECTRON MICROSCOPY,pT3,4.8,60,-180 e- per virion,"19,516.7 Å² × 60",102Å,171Å,180Å,204Å,342Å,360Å,3jbf,
775,Human,ELECTRON MICROSCOPY,pT3,6.5,60,-180 e- per virion,"19,885.4 Å² × 60",102Å,173Å,181Å,204Å,346Å,362Å,3jbc,
776,Human,ELECTRON MICROSCOPY,pT3,4.8,60,-120 e- per virion,"19,748.1 Å² × 60",102Å,167Å,175Å,204Å,334Å,350Å,3jbd,
777,Human,ELECTRON MICROSCOPY,pT3,3.8,60,-120 e- per virion,"20,468.6 Å² × 60",102Å,175Å,181Å,204Å,350Å,362Å,3jbg,
778,Human,ELECTRON MICROSCOPY,pT3,4.2,60,-120 e- per virion,"20,196.2 Å² × 60",102Å,177Å,186Å,204Å,354Å,372Å,3jbe,
779,Human,ELECTRON MICROSCOPY,pT3,11.1,60,,"61,201.2 Å² × 60",100Å,216Å,220Å,200Å,432Å,440Å,3j3o,
780,Human,ELECTRON MICROSCOPY,pT3,9.1,60,,"56,581.5 Å² × 60",114Å,227Å,230Å,228Å,454Å,460Å,3j3p,
781,Human,ELECTRON MICROSCOPY,pT3,4.0,60,-120 e- per virion,"29,816.3 Å² × 60",102Å,241Å,250Å,204Å,482Å,500Å,3j8f,
782,Human,ELECTRON MICROSCOPY,pT3,5.5,60,,"34,375.1 Å² × 60",115Å,165Å,167Å,230Å,330Å,334Å,3j48,
783,Animal,X-RAY DIFFRACTION,pT3,8.0,60,+120 e- per virion,"24,620.8 Å² × 60",102Å,203Å,207Å,204Å,406Å,414Å,3epc,
784,Animal,X-RAY DIFFRACTION,pT3,9.0,60,,"24,251.9 Å² × 60",103Å,201Å,206Å,206Å,402Å,412Å,3epd,
785,Animal,X-RAY DIFFRACTION,pT3,9.0,60,-120 e- per virion,"24,449.9 Å² × 60",102Å,197Å,204Å,204Å,394Å,408Å,3epf,
786,Humans,X-RAY DIFFRACTION,pT3,1.78,60,-240 e- per virion,"16,174.2 Å² × 60",102Å,159Å,162Å,204Å,318Å,324Å,7oj7,
787,Humans,X-RAY DIFFRACTION,pT3,1.81,60,-180 e- per virion,"16,425.4 Å² × 60",102Å,159Å,162Å,204Å,318Å,324Å,6tsd,
788,Human,ELECTRON MICROSCOPY,pT3,6.5,60,-360 e- per virion,"20,764.8 Å² × 60",102Å,175Å,180Å,204Å,350Å,360Å,3j6a,
789,Human,ELECTRON MICROSCOPY,pT3,4.5,60,-60 e- per virion,"18,489.7 Å² × 60",118Å,178Å,184Å,236Å,356Å,368Å,5kwl,P03300
790,Human,ELECTRON MICROSCOPY,pT3,4.3,60,-120 e- per virion,"19,598.3 Å² × 60",115Å,178Å,185Å,230Å,356Å,370Å,5ktz,P03300
791,Human,ELECTRON MICROSCOPY,pT3,4.2,60,-120 e- per virion,"19,329.2 Å² × 60",115Å,177Å,187Å,230Å,354Å,374Å,5ku0,5KU0
792,Human,ELECTRON MICROSCOPY,pT3,4.5,60,-180 e- per virion,"19,823.0 Å² × 60",115Å,177Å,186Å,230Å,354Å,372Å,5ku2,P03300
793,,CRYO-ELECTRON MICROSCOPY,pT3,22.0,60,,"47,600.9 Å² × 60",100Å,238Å,241Å,200Å,476Å,482Å,1dgi,P15151
794,,X-RAY DIFFRACTION,pT3,2.2,60,,"17,446.1 Å² × 60",99Å,160Å,162Å,198Å,320Å,324Å,1hxs,P03300
795,Human,ELECTRON MICROSCOPY,pT3,3.2,60,-60 e- per virion,"14,422.4 Å² × 60",114Å,163Å,167Å,228Å,326Å,334Å,6psz,
796,Human,ELECTRON MICROSCOPY,pT3,3.2,60,-180 e- per virion,"14,515.5 Å² × 60",114Å,167Å,168Å,228Å,334Å,336Å,6p9w,
797,Human,ELECTRON MICROSCOPY,pT3,3.4,60,,"27,729.6 Å² × 60",93Å,215Å,218Å,186Å,430Å,436Å,6q0b,
798,,X-RAY DIFFRACTION,pT3,2.9,60,-60 e- per virion,"17,847.7 Å² × 60",99Å,160Å,162Å,198Å,320Å,324Å,1asj,P03300
799,,X-RAY DIFFRACTION,pT3,2.9,60,-120 e- per virion,"17,766.9 Å² × 60",99Å,160Å,162Å,198Å,320Å,324Å,1ar9,
800,,X-RAY DIFFRACTION,pT3,2.9,60,-60 e- per virion,"19,192.9 Å² × 60",94Å,161Å,163Å,188Å,322Å,326Å,1ar8,P03300
801,,X-RAY DIFFRACTION,pT3,2.9,60,-120 e- per virion,"17,860.3 Å² × 60",99Å,160Å,162Å,198Å,320Å,324Å,1ar7,P03300
802,,X-RAY DIFFRACTION,pT3,2.9,60,-60 e- per virion,"17,735.8 Å² × 60",99Å,160Å,162Å,198Å,320Å,324Å,1al2,P03300
803,,X-RAY DIFFRACTION,pT3,2.9,60,-120 e- per virion,"17,777.9 Å² × 60",99Å,160Å,162Å,198Å,320Å,324Å,1ar6,P03300
804,,X-RAY DIFFRACTION,pT3,2.9,60,-60 e- per virion,"18,398.2 Å² × 60",100Å,161Å,163Å,200Å,322Å,326Å,1po2,P03300
805,,X-RAY DIFFRACTION,pT3,2.9,60,-120 e- per virion,"18,565.9 Å² × 60",99Å,162Å,163Å,198Å,324Å,326Å,1vbd,P03300
806,,X-RAY DIFFRACTION,pT3,2.9,60,-120 e- per virion,"18,410.9 Å² × 60",100Å,161Å,163Å,200Å,322Å,326Å,1po1,P03300
807,,X-RAY DIFFRACTION,pT3,2.8,60,+180 e- per virion,"18,989.5 Å² × 60",100Å,161Å,163Å,200Å,322Å,326Å,1vbe,P03302
808,,X-RAY DIFFRACTION,pT3,2.9,60,+180 e- per virion,"19,080.8 Å² × 60",100Å,161Å,163Å,200Å,322Å,326Å,1vba,S03822
809,,X-RAY DIFFRACTION,pT3,2.9,60,+120 e- per virion,"19,135.6 Å² × 60",100Å,161Å,163Å,200Å,322Å,326Å,1piv,S03822
810,,X-RAY DIFFRACTION,pT3,2.8,60,+60 e- per virion,"19,157.5 Å² × 60",100Å,161Å,163Å,200Å,322Å,326Å,1vbc,S03822
811,,X-RAY DIFFRACTION,pT3,2.8,60,+180 e- per virion,"19,096.0 Å² × 60",100Å,161Å,163Å,200Å,322Å,326Å,1vbb,
812,Animal,CRYO-ELECTRON MICROSCOPY,pT3,11.0,60,,"36,703.0 Å² × 60",114Å,168Å,168Å,228Å,336Å,336Å,1xyr,P03300
813,Human,ELECTRON MICROSCOPY,pT3,2.9,60,+120 e- per virion,"15,166.5 Å² × 60",113Å,162Å,168Å,226Å,324Å,336Å,6p9o,
814,Human,ELECTRON MICROSCOPY,pT3,9.0,60,+240 e- per virion,"28,830.2 Å² × 60",99Å,238Å,245Å,198Å,476Å,490Å,3j9f,
815,Animal,ELECTRON MICROSCOPY,pT3,10.0,60,,,114Å,165Å,169Å,228Å,330Å,338Å,3iyb,P03300
816,Animal,ELECTRON MICROSCOPY,pT3,10.0,60,,,115Å,170Å,170Å,230Å,340Å,340Å,3iyc,P03300
817,,X-RAY DIFFRACTION,pT3,2.88,60,-120 e- per virion,"17,945.1 Å² × 60",100Å,160Å,163Å,200Å,320Å,326Å,2plv,P03300
818,,X-RAY DIFFRACTION,pT3,2.88,60,-120 e- per virion,"17,687.4 Å² × 60",104Å,162Å,164Å,208Å,324Å,328Å,1pov,P03300
819,,X-RAY DIFFRACTION,pT3,2.4,60,+180 e- per virion,"18,761.0 Å² × 60",100Å,161Å,162Å,200Å,322Å,324Å,1pvc,S03822
820,Humans,ELECTRON MICROSCOPY,pT3,3.0,60,-360 e- per virion,"12,827.6 Å² × 60",108Å,156Å,158Å,216Å,312Å,316Å,6z6w,Q84895
821,Humans,ELECTRON MICROSCOPY,pT3,2.7,60,-300 e- per virion,"14,181.2 Å² × 60",111Å,159Å,162Å,222Å,318Å,324Å,8anw,Q84895
822,Human,ELECTRON MICROSCOPY,pT3,4.1,60,-300 e- per virion,"18,575.1 Å² × 60",105Å,163Å,165Å,210Å,326Å,330Å,5o5p,
823,Human,ELECTRON MICROSCOPY,pT3,3.6,60,-420 e- per virion,"18,233.0 Å² × 60",107Å,163Å,165Å,214Å,326Å,330Å,5o5b,Q84895
824,,X-RAY DIFFRACTION,pT3,2.9,60,-60 e- per virion,"16,731.1 Å² × 60",103Å,160Å,163Å,206Å,320Å,326Å,1eah,P06210
825,,CRYO-ELECTRON MICROSCOPY,pT3,15.0,60,,"48,620.0 Å² × 60",100Å,239Å,242Å,200Å,478Å,484Å,1nn8,P15151
826,Humans,ELECTRON MICROSCOPY,pT3,2.63,60,-360 e- per virion,"13,847.3 Å² × 60",105Å,158Å,165Å,210Å,316Å,330Å,7opx,P32537
827,Human,ELECTRON MICROSCOPY,pT3,2.9,60,-420 e- per virion,"22,326.1 Å² × 60",106Å,183Å,190Å,212Å,366Å,380Å,6wds,6WDS
828,Human,ELECTRON MICROSCOPY,pT3,3.1,60,-360 e- per virion,"21,119.0 Å² × 60",106Å,184Å,189Å,212Å,368Å,378Å,6wdt,6WDT
829,Human,ELECTRON MICROSCOPY,pT3,2.23,60,-720 e- per virion,"17,219.0 Å² × 60",98Å,153Å,157Å,196Å,306Å,314Å,6thd,P12915
830,Human,ELECTRON MICROSCOPY,pT3,2.6,60,-720 e- per virion,"17,099.0 Å² × 60",98Å,153Å,157Å,196Å,306Å,314Å,6thn,P12915
831,Animal,X-RAY DIFFRACTION,pT3,1.67,60,-360 e- per virion,"13,059.6 Å² × 60",104Å,151Å,157Å,208Å,302Å,314Å,6t40,Q2LKZ0
832,Animal,X-RAY DIFFRACTION,pT3,1.8,60,-420 e- per virion,"12,647.3 Å² × 60",105Å,151Å,157Å,210Å,302Å,314Å,6t4c,
833,Animal,X-RAY DIFFRACTION,pT3,2.17,60,-420 e- per virion,"12,724.7 Å² × 60",105Å,151Å,157Å,210Å,302Å,314Å,6t48,
834,Possum,ELECTRON MICROSCOPY,pT3,2.96,60,-720 e- per virion,"14,995.8 Å² × 60",109Å,156Å,162Å,218Å,312Å,324Å,7thx,7THX
835,Human,ELECTRON MICROSCOPY,pT3,4.2,60,-240 e- per virion,"30,972.6 Å² × 60",107Å,213Å,217Å,214Å,426Å,434Å,5wth,
836,Human,ELECTRON MICROSCOPY,pT3,3.9,60,-120 e- per virion,"11,719.6 Å² × 60",114Å,154Å,160Å,228Å,308Å,320Å,5wtf,5WTF
837,Human,ELECTRON MICROSCOPY,pT3,3.4,60,-420 e- per virion,"14,196.1 Å² × 60",107Å,152Å,158Å,214Å,304Å,316Å,5wte,5WTE
838,Human,X-RAY DIFFRACTION,3,3.5,180,-180 e- per virion,"10,664.4 Å² × 60",111Å,151Å,157Å,222Å,302Å,314Å,4qpg,
839,Human,X-RAY DIFFRACTION,3,3.01,180,-180 e- per virion,"12,194.2 Å² × 60",106Å,150Å,156Å,212Å,300Å,312Å,4qpi,
840,Human,ELECTRON MICROSCOPY,pT3,3.9,60,-60 e- per virion,"31,381.8 Å² × 60",110Å,211Å,218Å,220Å,422Å,436Å,6jhq,6JHQ
841,Human,ELECTRON MICROSCOPY,pT3,3.68,60,-120 e- per virion,"29,509.5 Å² × 60",110Å,213Å,216Å,220Å,426Å,432Å,6jhr,
